[00000020] (8.04155, 4.29417) => 7721.18
[00023523] (5.94226, 9.6684) => 3.04003e+07
[00023525] (9.8152, 4.3259) => 19537
[00023527] (9.29623, 1.02663) => 9.86482
[00023531] (6.76542, 6.45984) => 230980
[00023534] (7.54919, 6.3632) => 385703
[00023540] (4.00099, 4.35401) => 418.642
[00023542] (5.95327, 6.74824) => 169138
[00023546] (3.4529, 4.28768) => 203.031
[00023549] (7.3964, 9.21681) => 1.02234e+08
[00023553] (1.75685, 3.66456) => 7.88579
[00023557] (9.35394, 1.83277) => 60.2014
[00023560] (4.44205, 3.20081) => 118.247
[00023563] (6.63883, 9.42101) => 5.55816e+07
[00023566] (5.03945, 3.63312) => 356.324
[00023571] (9.92301, 7.2281) => 1.59897e+07
[00023575] (5.5092, 4.07298) => 1043.37
[00023577] (9.56198, 4.22645) => 13939.2
[00023580] (2.43372, 5.15614) => 98.0994
[00023583] (9.87899, 3.09665) => 1203.03
[00023584] (6.57542, 9.95165) => 1.3794e+08
[00023588] (1.07356, 7.7961) => 1.73908
[00023591] (4.80332, 5.24594) => 3761.17
[00023593] (2.92364, 5.44768) => 345.307
[00023596] (1.03371, 2.52582) => 1.08736
[00023599] (9.63117, 4.96635) => 76788.2
[00023600] (2.43946, 2.58058) => 9.98719
[00023601] (6.3875, 9.87593) => 8.9824e+07
[00023602] (1.56419, 4.72601) => 8.28361
[00023604] (4.73443, 8.54075) => 585179
[00023606] (7.13192, 7.84056) => 4.8935e+06
[00023609] (6.62369, 2.75844) => 184.059
[00023611] (6.77657, 1.08005) => 7.89827
[00023613] (4.58235, 7.66764) => 117214
[00023617] (8.55444, 2.38634) => 167.695
[00023620] (8.88959, 4.46748) => 17342.4
[00023623] (5.81033, 5.82103) => 28082.5
[00023627] (5.61037, 7.25014) => 269337
[00023629] (6.38381, 9.49669) => 4.42176e+07
[00023634] (8.44653, 6.5151) => 1.08995e+06
[00023637] (2.77622, 9.77233) => 21556.1
[00023641] (4.75899, 3.28534) => 168.214
[00023644] (8.61428, 9.32508) => 5.26008e+08
[00023648] (2.74584, 6.35147) => 611.27
[00023651] (2.06456, 3.73961) => 15.0428
[00023652] (7.45661, 9.53554) => 2.09005e+08
[00023655] (8.84578, 1.28216) => 16.3632
[00023658] (9.27584, 3.45062) => 2177.54
[00023661] (8.73462, 6.99876) => 3.86851e+06
[00023666] (8.495, 9.25561) => 3.98086e+08
[00023669] (6.19533, 3.56466) => 665.952
[00023672] (4.84474, 9.19961) => 2.01474e+06
[00023675] (4.91551, 6.59913) => 36622.7
[00023678] (4.34723, 9.73733) => 1.63865e+06
[00023679] (2.13406, 9.12107) => 1006.28
[00023682] (4.66363, 9.13946) => 1.29354e+06
[00023684] (9.17509, 8.65165) => 2.12898e+08
[00023687] (4.91005, 9.48813) => 3.60672e+06
[00023689] (2.20138, 7.7832) => 464.801
[00023693] (7.89265, 7.08028) => 2.2521e+06
[00023698] (4.92328, 9.2027) => 2.34754e+06
[00023701] (3.61753, 4.57149) => 357.092
[00023704] (5.51855, 1.97189) => 29.0265
[00023706] (3.65719, 5.29918) => 964.314
[00023708] (7.84684, 6.17481) => 334637
[00023709] (4.79608, 7.27631) => 90021
[00023714] (2.28376, 4.02931) => 27.8683
[00023717] (6.69144, 2.81842) => 212.157
[00023720] (9.17649, 2.27917) => 156.351
[00023725] (4.3619, 3.7876) => 264.75
[00023730] (3.40992, 5.90972) => 1407.25
[00023733] (2.08798, 8.69859) => 604.174
[00023737] (7.77976, 1.95333) => 54.9984
[00023740] (2.44346, 2.38568) => 8.4267
[00023744] (3.38335, 9.96692) => 188782
[00023747] (2.87565, 3.05777) => 25.2761
[00023750] (4.41596, 7.2132) => 44946.8
[00023754] (9.96316, 6.22911) => 1.65624e+06
[00023757] (1.19477, 7.50386) => 3.80139
[00023762] (1.61634, 1.29124) => 1.85895
[00023764] (2.09079, 3.43142) => 12.5638
[00023768] (7.05323, 7.00458) => 876210
[00023771] (7.97425, 7.04968) => 2.27315e+06
[00023774] (4.88679, 5.25223) => 4158.23
[00023775] (2.35715, 1.72565) => 4.39146
[00023779] (1.30602, 4.73994) => 3.54483
[00023782] (3.10459, 5.12517) => 332.36
[00023785] (6.57413, 5.01374) => 12601.7
[00023788] (9.81507, 6.165) => 1.30324e+06
[00023793] (5.90404, 8.57989) => 4.13404e+06
[00023796] (1.89644, 6.30407) => 56.5131
[00023799] (6.94672, 1.60679) => 22.5197
[00023804] (1.90873, 5.82958) => 43.3129
[00023810] (4.47086, 9.60357) => 1.76229e+06
[00023813] (4.34225, 4.85078) => 1239.97
[00023815] (8.99704, 7.99216) => 4.22007e+07
[00023820] (7.17998, 9.69386) => 1.99131e+08
[00023825] (6.50329, 6.07456) => 86981.6
[00023829] (1.92988, 7.15496) => 110.395
[00023833] (2.22842, 8.17285) => 698.433
[00023836] (2.67776, 7.32169) => 1355.21
[00023838] (5.24261, 9.18828) => 4.08697e+06
[00023842] (6.58124, 5.54871) => 34717.6
[00023843] (9.57879, 7.44907) => 2.04102e+07
[00023847] (8.70125, 4.0333) => 6160.48
[00023849] (6.65759, 6.0945) => 104160
[00023852] (9.53473, 3.98471) => 7984.7
[00023857] (4.12392, 9.53873) => 740071
[00023863] (2.6025, 6.39373) => 452.792
[00023866] (4.84667, 7.30305) => 101350
[00023869] (8.4334, 5.91393) => 299444
[00023870] (4.41668, 7.47399) => 66288.8
[00023873] (2.92556, 1.45291) => 4.75727
[00023877] (8.64646, 5.15574) => 67623.2
[00023879] (7.14072, 5.06934) => 21277.1
[00023881] (1.64376, 3.90511) => 6.96422
[00023884] (9.11112, 9.40317) => 1.05442e+09
[00023889] (4.67768, 1.70007) => 13.7753
[00023892] (7.642, 9.28322) => 1.58128e+08
[00023895] (2.6426, 6.77611) => 723.983
[00023897] (4.12757, 5.63003) => 2926.68
[00023900] (8.31627, 7.31327) => 5.34174e+06
[00023901] (5.60355, 6.36163) => 57736
[00023904] (6.84079, 4.36461) => 4414.81
[00023908] (4.76586, 9.10507) => 1.4946e+06
[00023910] (1.14995, 3.14557) => 1.55194
[00023913] (9.5545, 3.75495) => 4793.23
[00023916] (1.65384, 3.88847) => 7.07301
[00023917] (2.73635, 8.682) => 6244.79
[00023919] (7.74728, 7.26818) => 2.90068e+06
[00023922] (3.47458, 1.53863) => 6.79588
[00023923] (9.94533, 4.93933) => 84639
[00023926] (3.3618, 3.64455) => 83.0073
[00023929] (9.73028, 8.5857) => 3.04612e+08
[00023932] (2.73992, 3.39498) => 30.6274
[00023933] (7.12947, 4.64729) => 9213.11
[00023934] (2.47441, 1.2646) => 3.14475
[00023936] (3.3289, 1.31296) => 4.85022
[00023939] (1.22649, 4.0183) => 2.27135
[00023942] (1.67012, 2.95615) => 4.55484
[00023945] (9.96592, 5.63667) => 424926
[00023950] (9.86679, 5.28418) => 179229
[00023952] (4.26642, 8.39841) => 195676
[00023956] (7.61451, 9.47928) => 2.27683e+08
[00023958] (1.09473, 2.11145) => 1.21058
[00023961] (9.83787, 9.15518) => 1.23079e+09
[00023967] (8.30852, 2.18563) => 102.267
[00023970] (1.97869, 2.67151) => 6.19127
[00023973] (7.8493, 1.85052) => 45.2794
[00023977] (4.53316, 5.53467) => 4295.02
[00023979] (9.75237, 3.51905) => 3025.02
[00023984] (4.83627, 5.79562) => 9271.73
[00023987] (3.56943, 6.06096) => 2234.99
[00023990] (7.0007, 9.84129) => 2.07628e+08
[00023992] (6.73602, 6.57498) => 279727
[00023995] (5.28232, 6.11737) => 26411.2
[00024000] (8.87061, 1.48374) => 25.4986
[00024003] (1.88267, 8.62686) => 234.664
[00024006] (6.93634, 1.9726) => 45.6265
[00024009] (6.36647, 7.59597) => 1.2776e+06
[00024012] (6.02178, 6.00999) => 48544.6
[00024013] (4.84879, 3.82751) => 420.988
[00024018] (4.55863, 9.55677) => 1.97847e+06
[00024022] (4.14333, 9.79292) => 1.11085e+06
[00024024] (5.07429, 5.02472) => 3502
[00024027] (4.98193, 9.9041) => 8.07404e+06
[00024028] (3.35771, 6.07246) => 1564.5
[00024029] (6.28812, 8.8759) => 1.22345e+07
[00024031] (9.97106, 4.05913) => 11324.5
[00024034] (7.96988, 3.42753) => 1229.58
[00024037] (7.69039, 3.64601) => 1698.94
[00024040] (3.66147, 8.12086) => 37789.1
[00024043] (1.90282, 7.46965) => 122.181
[00024044] (7.63703, 3.35126) => 909.718
[00024046] (9.53971, 7.31404) => 1.46002e+07
[00024049] (5.30667, 4.35966) => 1445.37
[00024053] (5.07003, 3.62233) => 357.918
[00024055] (5.75611, 2.17877) => 45.3053
[00024058] (2.01469, 1.1265) => 2.20136
[00024063] (1.05001, 7.15066) => 1.41762
[00024066] (7.8711, 6.13024) => 311111
[00024068] (5.68777, 3.82335) => 769.851
[00024070] (9.2098, 9.53999) => 1.58103e+09
[00024072] (8.16486, 5.54001) => 112774
[00024075] (5.5054, 9.20299) => 6.56863e+06
[00024076] (6.98784, 9.44935) => 9.5169e+07
[00024078] (5.31903, 5.13209) => 5309.31
[00024081] (9.66543, 4.24269) => 15135.2
[00024084] (5.14576, 8.95753) => 2.35955e+06
[00024087] (1.48065, 7.27316) => 17.3667
[00024090] (8.10487, 5.52694) => 105338
[00024095] (1.97497, 3.04774) => 7.95773
[00024098] (2.79717, 1.45179) => 4.45186
[00024101] (2.32322, 5.30948) => 87.8507
[00024104] (8.94297, 5.4993) => 170799
[00024107] (2.4411, 9.74561) => 5987.7
[00024108] (4.21025, 1.57639) => 9.64165
[00024109] (4.32526, 7.19633) => 37753.4
[00024113] (6.18811, 3.5127) => 603.26
[00024116] (8.67788, 9.92354) => 2.05298e+09
[00024119] (4.19027, 6.66671) => 14070.3
[00024129] (5.94843, 6.66742) => 145635
[00024135] (5.92489, 4.39957) => 2508.77
[00024138] (7.03526, 8.13392) => 7.79312e+06
[00024143] (1.14424, 6.9989) => 2.56781
[00024147] (6.92165, 5.47167) => 39568.6
[00024150] (2.64159, 2.93273) => 17.267
[00024153] (6.15551, 1.21253) => 9.0575
[00024157] (4.35287, 1.77753) => 13.6598
[00024160] (3.08738, 1.99879) => 9.51891
[00024163] (7.1539, 1.17386) => 10.0719
[00024166] (2.15184, 8.27509) => 567.579
[00024169] (6.60317, 3.09666) => 345.534
[00024174] (7.08152, 3.60588) => 1162.66
[00024178] (7.31049, 6.725) => 645718
[00024182] (7.2813, 5.8886) => 119454
[00024185] (3.57932, 5.10499) => 671.655
[00024189] (3.11027, 2.87849) => 26.2128
[00024192] (7.94418, 1.2282) => 12.7479
[00024194] (1.9429, 6.35648) => 68.1588
[00024197] (3.79015, 5.0763) => 865.833
[00024200] (5.1024, 2.84648) => 103.434
[00024203] (4.0726, 2.55092) => 35.9528
[00024204] (3.34414, 5.55658) => 818.902
[00024207] (2.60007, 4.88218) => 106.176
[00024210] (5.20687, 4.10526) => 874.45
[00024211] (6.28805, 9.19094) => 2.18329e+07
[00024213] (8.20696, 2.84516) => 399.017
[00024216] (3.49188, 2.17161) => 15.1118
[00024219] (5.55792, 9.71041) => 1.7116e+07
[00024220] (4.03054, 1.09945) => 4.62988
[00024222] (1.87637, 4.54881) => 17.5095
[00024225] (3.46005, 1.91521) => 10.7759
[00024226] (4.32945, 7.83313) => 96664
[00024229] (2.07985, 3.97583) => 18.3842
[00024232] (2.52341, 9.75212) => 8322.27
[00024235] (3.99411, 5.26956) => 1476.45
[00024236] (2.65913, 3.53001) => 31.5744
[00024238] (6.0754, 4.82706) => 6058.54
[00024241] (6.5936, 7.99646) => 3.54874e+06
[00024244] (9.91035, 9.04014) => 1.01107e+09
[00024247] (9.12572, 7.00855) => 5.37134e+06
[00024250] (7.74933, 1.33248) => 15.3082
[00024251] (9.73171, 9.37546) => 1.83962e+09
[00024253] (3.69695, 7.93049) => 31862.3
[00024256] (1.58133, 4.31485) => 7.22347
[00024258] (1.32585, 8.44517) => 10.8266
[00024261] (9.36931, 7.54595) => 2.15008e+07
[00024263] (6.4184, 5.45351) => 25310.8
[00024266] (7.96933, 8.27791) => 2.8966e+07
[00024269] (9.58252, 9.92426) => 5.50124e+09
[00024272] (5.50145, 1.10731) => 6.60593
[00024275] (6.85117, 2.9182) => 274.742
[00024279] (9.03697, 9.57788) => 1.4344e+09
[00024284] (6.93097, 5.72152) => 64657.3
[00024287] (6.25351, 9.55621) => 4.0544e+07
[00024290] (9.88309, 4.35257) => 21396.5
[00024292] (4.91752, 4.49582) => 1288.16
[00024294] (8.64217, 4.90227) => 39046.2
[00024298] (8.75064, 8.50747) => 1.03366e+08
[00024301] (6.55072, 4.52496) => 4939.43
[00024304] (3.19264, 1.12443) => 3.68876
[00024310] (2.88783, 5.08497) => 219.784
[00024312] (5.91216, 4.06907) => 1381.31
[00024313] (9.11406, 1.15279) => 12.7745
[00024315] (8.34965, 6.75923) => 1.69736e+06
[00024318] (2.09488, 7.79733) => 319.293
[00024321] (6.70126, 9.43978) => 6.29119e+07
[00024324] (1.21226, 8.39838) => 5.03573
[00024327] (3.658, 6.19795) => 3097.13
[00024333] (4.36726, 8.69677) => 369619
[00024337] (5.3866, 3.70001) => 508.009
[00024340] (8.5678, 4.59173) => 19207.9
[00024343] (7.08644, 1.74077) => 30.2273
[00024350] (8.02872, 8.01957) => 1.79833e+07
[00024353] (4.27764, 7.15692) => 32921.6
[00024356] (4.61509, 8.93858) => 864619
[00024359] (1.49246, 2.6695) => 2.91229
[00024364] (5.41204, 1.68375) => 17.1712
[00024365] (9.57408, 6.16211) => 1.11078e+06
[00024368] (8.33105, 9.91984) => 1.35893e+09
[00024370] (1.98908, 7.25918) => 147.22
[00024372] (6.01853, 4.94844) => 7198.74
[00024373] (2.69558, 3.29579) => 26.2626
[00024375] (6.07755, 2.5344) => 96.8903
[00024378] (7.60572, 2.79994) => 293.18
[00024382] (5.2263, 3.44646) => 298.694
[00024385] (8.39081, 4.71509) => 22689.3
[00024388] (6.84118, 8.2001) => 7.04941e+06
[00024391] (8.40923, 2.83126) => 415.165
[00024393] (3.60349, 4.14133) => 202.104
[00024396] (8.50885, 5.88383) => 295940
[00024399] (6.7053, 7.47477) => 1.50413e+06
[00024401] (2.79074, 3.46679) => 35.0925
[00024404] (6.24935, 4.56563) => 4300.19
[00024407] (9.46169, 1.79387) => 56.3332
[00024413] (1.4644, 2.65293) => 2.75098
[00024416] (2.18094, 6.85068) => 208.904
[00024419] (2.22931, 3.48368) => 16.3273
[00024422] (5.98799, 5.87432) => 36812.8
[00024429] (5.5396, 8.50773) => 2.11503e+06
[00024432] (2.13322, 2.80681) => 8.38573
[00024436] (7.30948, 8.11689) => 1.02817e+07
[00024437] (8.73389, 2.35949) => 166.253
[00024441] (1.82934, 1.73449) => 2.85066
[00024444] (1.99094, 9.92347) => 928.293
[00024448] (8.59075, 4.64179) => 21655.8
[00024450] (8.90547, 1.91794) => 66.2802
[00024454] (2.53696, 9.56327) => 7354.6
[00024460] (2.24724, 2.12566) => 5.59097
[00024463] (7.81714, 7.98054) => 1.3397e+07
[00024464] (7.08355, 9.30038) => 8.08458e+07
[00024467] (4.66357, 8.17212) => 291639
[00024470] (9.38696, 7.60144) => 2.46936e+07
[00024476] (9.24273, 2.96175) => 725.198
[00024479] (4.33736, 1.88804) => 15.9626
[00024483] (7.23125, 2.44915) => 127.159
[00024485] (3.96029, 3.75172) => 174.785
[00024489] (9.75987, 2.13429) => 129.35
[00024492] (3.44232, 6.55365) => 3298.62
[00024494] (7.08818, 8.35883) => 1.28669e+07
[00024497] (2.56937, 3.87974) => 38.9064
[00024500] (3.71595, 4.67962) => 465.278
[00024503] (5.33376, 8.08812) => 759151
[00024504] (3.93703, 3.81684) => 186.923
[00024506] (6.8845, 5.15462) => 20840.6
[00024509] (6.13593, 3.26612) => 374.382
[00024512] (3.5291, 7.37446) => 10932.5
[00024516] (4.74541, 2.49885) => 48.9672
[00024519] (1.95098, 2.11694) => 4.11573
[00024520] (7.72402, 7.38266) => 3.58625e+06
[00024521] (3.99531, 4.41536) => 452.96
[00024523] (2.92128, 5.73857) => 469.594
[00024526] (1.56881, 9.11096) => 60.5102
[00024529] (9.14374, 5.34618) => 137513
[00024532] (5.30227, 6.34751) => 39675.8
[00024537] (9.39482, 1.97329) => 83.1357
[00024541] (8.61539, 7.25404) => 6.08866e+06
[00024544] (1.00621, 8.46397) => 1.05378
[00024547] (7.92898, 5.31001) => 59545.9
[00024550] (1.31841, 5.408) => 4.45892
[00024555] (3.881, 1.13005) => 4.62954
[00024559] (2.65811, 8.11467) => 2787.82
[00024562] (8.99161, 8.29766) => 8.21527e+07
[00024565] (9.54275, 7.09911) => 9.01172e+06
[00024569] (3.8485, 2.96676) => 54.5027
[00024572] (9.42316, 2.64532) => 377.622
[00024575] (4.05466, 8.37531) => 123541
[00024578] (6.5396, 4.02416) => 1913.87
[00024581] (5.80025, 9.82259) => 3.15517e+07
[00024585] (4.24031, 8.86581) => 365081
[00024588] (6.96457, 7.66196) => 2.87224e+06
[00024592] (1.59595, 4.89935) => 9.87796
[00024597] (1.94819, 9.34797) => 509.878
[00024599] (9.80168, 8.19599) => 1.33257e+08
[00024600] (7.85515, 4.01962) => 3964.4
[00024602] (9.06431, 9.08532) => 4.98534e+08
[00024605] (5.76671, 3.41037) => 393.593
[00024609] (3.53506, 4.95352) => 520.589
[00024613] (6.10639, 7.3525) => 599079
[00024615] (4.42228, 8.37668) => 256076
[00024616] (9.11543, 7.0977) => 6.48943e+06
[00024618] (7.71135, 9.65866) => 3.70251e+08
[00024621] (8.03457, 7.69622) => 9.22121e+06
[00024623] (2.9134, 5.03914) => 218.867
[00024626] (2.12257, 3.72189) => 16.4643
[00024630] (7.24789, 8.6756) => 2.90304e+07
[00024635] (7.12036, 9.53714) => 1.35031e+08
[00024638] (7.24125, 2.69417) => 207.246
[00024641] (8.43541, 1.04477) => 9.28046
[00024644] (6.03527, 5.55169) => 21586.5
[00024647] (3.44595, 4.42021) => 237.145
[00024648] (1.8216, 5.88603) => 34.1218
[00024650] (3.62373, 6.89187) => 7138.85
[00024655] (5.44553, 1.62952) => 15.8269
[00024658] (5.78267, 1.98888) => 32.7931
[00024661] (5.10766, 2.68325) => 79.4937
[00024665] (7.9812, 8.18166) => 2.40113e+07
[00024668] (8.30898, 8.5714) => 7.61744e+07
[00024671] (3.27226, 4.08221) => 126.392
[00024674] (5.0753, 5.4593) => 7101.14
[00024678] (7.95615, 6.95799) => 1.84963e+06
[00024684] (5.04557, 1.91406) => 22.1519
[00024687] (7.34514, 3.10498) => 488.554
[00024690] (8.52332, 7.55085) => 1.06386e+07
[00024693] (7.21407, 4.02803) => 2862.71
[00024697] (2.91514, 2.30081) => 11.7244
[00024700] (6.58927, 8.52589) => 9.57886e+06
[00024703] (5.4916, 7.83612) => 625702
[00024705] (2.44311, 3.72592) => 27.8901
[00024707] (8.59366, 9.0489) => 2.83981e+08
[00024710] (4.67768, 5.87146) => 8591.25
[00024715] (3.89551, 4.35391) => 372.621
[00024718] (7.96702, 1.14521) => 10.7689
[00024721] (2.64801, 3.95765) => 47.1814
[00024724] (5.01591, 4.10383) => 748.368
[00024726] (3.2311, 6.51643) => 2085.18
[00024730] (9.88788, 6.79945) => 5.83656e+06
[00024733] (9.93343, 8.08462) => 1.15126e+08
[00024736] (3.71066, 6.26799) => 3709.46
[00024739] (8.76091, 3.76939) => 3571.39
[00024742] (3.77801, 2.01344) => 14.5307
[00024747] (1.36557, 2.02393) => 1.87873
[00024750] (7.2954, 8.99341) => 5.77771e+07
[00024754] (3.27308, 5.7218) => 884.049
[00024756] (6.0765, 8.82159) => 8.18608e+06
[00024759] (1.29252, 6.7389) => 5.6359
[00024760] (8.98112, 2.445) => 214.235
[00024762] (4.4486, 9.16565) => 873746
[00024765] (8.20279, 5.31065) => 71404.8
[00024767] (1.4204, 3.87939) => 3.90178
[00024770] (6.98865, 6.06349) => 131816
[00024773] (2.22081, 8.81287) => 1131.79
[00024778] (1.43345, 5.02192) => 6.10008
[00024781] (3.64385, 8.52472) => 61255.6
[00024785] (7.45341, 7.92854) => 8.25085e+06
[00024788] (2.20707, 2.24356) => 5.90708
[00024790] (3.17397, 9.07287) => 35560.9
[00024795] (5.38117, 3.18466) => 212.615
[00024798] (6.16707, 7.49194) => 830284
[00024802] (7.24369, 6.15921) => 198005
[00024811] (4.68478, 5.79429) => 7694.29
[00024814] (1.2446, 3.39075) => 2.10002
[00024817] (3.43004, 4.30194) => 200.828
[00024825] (5.89961, 3.28434) => 340.131
[00024830] (4.14259, 8.51879) => 181306
[00024832] (3.6674, 4.55825) => 373.672
[00024835] (8.57486, 4.39237) => 12562.7
[00024839] (1.48081, 7.1208) => 16.3716
[00024840] (5.42746, 4.7995) => 3355.03
[00024842] (1.05583, 4.30757) => 1.26369
[00024845] (9.33479, 7.59698) => 2.34351e+07
[00024849] (4.33535, 7.8508) => 100266
[00024852] (5.68287, 9.80228) => 2.49163e+07
[00024855] (5.22412, 2.68908) => 85.2704
[00024856] (2.12486, 3.21802) => 11.3072
[00024859] (2.40188, 7.58496) => 769.968
[00024861] (3.40662, 9.0971) => 69599.5
[00024865] (6.04116, 3.88856) => 1090.01
[00024868] (5.53971, 4.84486) => 4000.3
[00024871] (5.12016, 3.35995) => 241.632
[00024872] (4.60988, 8.66452) => 563051
[00024874] (1.69428, 8.93272) => 111.034
[00024877] (7.04543, 4.11276) => 3070.69
[00024880] (5.7393, 9.0792) => 7.75942e+06
[00024883] (9.60982, 1.09591) => 11.9389
[00024886] (1.60773, 4.03119) => 6.78093
[00024891] (6.14361, 2.65414) => 123.761
[00024894] (7.07715, 6.55118) => 369467
[00024896] (9.0437, 6.317) => 1.0996e+06
[00024899] (8.06288, 5.53632) => 104381
[00024902] (3.3891, 5.87963) => 1308.28
[00024907] (8.82617, 6.90191) => 3.37e+06
[00024909] (2.53535, 1.08309) => 2.7391
[00024912] (2.58672, 4.41202) => 66.2309
[00024917] (3.50093, 9.62502) => 172895
[00024921] (6.35168, 4.63934) => 5307.27
[00024924] (8.93508, 6.18048) => 755516
[00024927] (9.7982, 8.6585) => 3.818e+08
[00024930] (5.75222, 5.5811) => 17406.8
[00024934] (4.34985, 2.12195) => 22.6367
[00024939] (9.6143, 9.44469) => 1.92026e+09
[00024942] (8.01418, 6.00395) => 267132
[00024945] (8.05566, 2.9922) => 514.323
[00024948] (4.53805, 7.43892) => 76984.1
[00024952] (3.81628, 9.40622) => 295826
[00024955] (5.47532, 7.20862) => 210336
[00024958] (5.85855, 4.17193) => 1596.48
[00024959] (3.58002, 9.69473) => 234302
[00024961] (4.29922, 1.02057) => 4.43017
[00024964] (6.82537, 2.51264) => 124.699
[00024968] (8.4736, 2.21926) => 114.717
[00024970] (1.75027, 5.24292) => 18.8182
[00024973] (6.30335, 2.81247) => 177.326
[00024975] (6.70091, 7.5655) => 1.77877e+06
[00024978] (1.80405, 6.96146) => 60.7934
[00024981] (5.046, 6.82228) => 62474.9
[00024986] (4.58973, 2.80339) => 71.6551
[00024989] (9.65414, 3.47363) => 2633.51
[00024992] (7.63869, 4.20296) => 5143.94
[00024995] (1.44671, 7.02909) => 13.4072
[00024996] (9.88587, 4.66105) => 43432
[00024998] (6.92459, 8.39515) => 1.13561e+07
[00025000] (4.87401, 7.16884) => 85378.5
[00025002] (1.99211, 4.18463) => 17.8862
[00025005] (6.88466, 6.43539) => 246663
[00025008] (2.19312, 1.79551) => 4.09621
[00025011] (3.64137, 5.475) => 1182.84
[00025014] (7.02322, 3.60597) => 1128.71
[00025015] (9.05107, 4.53135) => 21634.1
[00025017] (9.29401, 3.49931) => 2443.65
[00025020] (2.511, 7.62797) => 1122.07
[00025022] (8.82751, 1.1821) => 13.1243
[00025026] (8.062, 3.18132) => 765.037
[00025029] (1.96249, 3.79704) => 12.936
[00025033] (5.56785, 4.49587) => 2251.73
[00025036] (3.54174, 1.35155) => 5.5245
[00025039] (8.72098, 2.22333) => 123.362
[00025040] (6.66859, 7.1631) => 799168
[00025041] (8.30655, 2.07528) => 80.9199
[00025043] (9.93943, 2.41377) => 255.505
[00025046] (1.20236, 8.45185) => 4.7471
[00025047] (4.07984, 4.55787) => 607.063
[00025048] (7.59859, 9.56133) => 2.63622e+08
[00025051] (7.03845, 1.63681) => 24.3869
[00025054] (3.87768, 3.11234) => 67.8947
[00025057] (1.07133, 6.70385) => 1.58704
[00025059] (2.98241, 5.50337) => 408.997
[00025062] (9.78307, 6.82988) => 5.81871e+06
[00025063] (9.66754, 1.49163) => 29.4938
[00025065] (1.82572, 2.00838) => 3.35011
[00025068] (2.29817, 2.54095) => 8.28426
[00025071] (7.06261, 7.40867) => 1.94852e+06
[00025073] (3.80653, 8.94834) => 156595
[00025076] (4.75962, 8.6355) => 709869
[00025080] (3.36451, 5.17707) => 534.457
[00025082] (7.99346, 1.56721) => 25.988
[00025085] (8.44036, 2.08274) => 84.9893
[00025088] (5.80099, 6.73929) => 139785
[00025091] (2.39452, 8.81167) => 2195.6
[00025094] (8.23545, 2.36054) => 145.049
[00025095] (9.85772, 7.90045) => 7.10036e+07
[00025096] (1.89429, 9.78787) => 519.519
[00025100] (1.106, 5.57081) => 1.75284
[00025103] (4.03893, 3.38891) => 113.392
[00025106] (8.78062, 7.87523) => 2.69452e+07
[00025109] (3.62999, 4.18249) => 219.683
[00025114] (1.55154, 7.84717) => 31.4008
[00025118] (9.79853, 2.31614) => 197.547
[00025121] (2.52869, 4.81475) => 87.064
[00025124] (1.69317, 4.23722) => 9.31223
[00025128] (4.37964, 7.69181) => 85867.2
[00025131] (9.94953, 1.38949) => 24.3465
[00025134] (4.77376, 5.18194) => 3294.7
[00025137] (1.77296, 8.26068) => 113.351
[00025138] (7.63416, 4.95624) => 23723.2
[00025139] (8.04911, 1.137) => 10.7111
[00025142] (7.3572, 5.45404) => 53343.5
[00025143] (1.17601, 8.626) => 4.0492
[00025145] (6.30618, 6.8641) => 308802
[00025148] (7.83391, 1.35162) => 16.1554
[00025150] (5.0081, 5.73596) => 10310.8
[00025153] (7.01485, 3.64656) => 1216.34
[00025157] (9.49731, 9.09755) => 7.83021e+08
[00025163] (4.86642, 9.09639) => 1.78288e+06
[00025165] (9.12063, 4.89662) => 50219.8
[00025168] (1.99085, 6.35553) => 79.5328
[00025172] (7.2597, 6.56547) => 449096
[00025174] (2.5909, 7.27783) => 1020.98
[00025175] (9.34802, 7.19686) => 9.68572e+06
[00025176] (3.36178, 8.16346) => 19889.4
[00025177] (1.62287, 3.91501) => 6.65674
[00025179] (2.61816, 6.99079) => 835.836
[00025182] (7.51762, 5.37937) => 51613.4
[00025185] (2.61692, 2.60133) => 12.2127
[00025188] (8.43747, 5.90921) => 297294
[00025192] (3.73755, 5.18864) => 935.298
[00025195] (7.77481, 8.22357) => 2.11179e+07
[00025198] (1.12497, 2.61807) => 1.36111
[00025201] (3.72454, 2.22272) => 18.5924
[00025205] (1.08799, 5.49107) => 1.58895
[00025210] (6.28197, 7.45417) => 889486
[00025213] (9.23884, 1.56827) => 32.6849
[00025216] (6.87016, 4.77306) => 9883.13
[00025220] (8.32507, 6.58865) => 1.15909e+06
[00025224] (7.86082, 2.45615) => 158.272
[00025226] (5.81171, 1.73316) => 21.1185
[00025229] (2.79033, 4.32461) => 84.5832
[00025232] (5.05703, 6.12709) => 20551
[00025235] (2.40906, 2.80684) => 11.7974
[00025241] (6.67152, 2.66114) => 156.091
[00025244] (3.88533, 3.70352) => 152.392
[00025248] (5.01528, 5.44816) => 6536.19
[00025251] (5.52216, 9.25243) => 7.35035e+06
[00025255] (9.65033, 5.06688) => 97399.1
[00025258] (1.05233, 2.90196) => 1.15953
[00025262] (4.0775, 8.16737) => 96676
[00025265] (3.13116, 2.24453) => 12.9606
[00025269] (8.11792, 8.77626) => 9.5835e+07
